Place,Competitor,DOB,Unnamed: 3,Score,Event List
1,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1436,Long Jump
2,Tara DAVIS-WOODHALL,20 MAY 1999,USA,1377,Long Jump
3,Larissa IAPICHINO,18 JUL 2002,ITA,1377,Long Jump
4,Ese BRUME,20 JAN 1996,NGR,1347,Long Jump
5,Quanesha BURKS,15 MAR 1995,USA,1337,Long Jump
6,Marthe KOALA,08 MAR 1994,BUR,1312,Long Jump
7,Malaika MIHAMBO,03 FEB 1994,GER,1309,Long Jump
8,Jazmin SAWYERS,21 MAY 1994,GBR,1309,Long Jump
9,Brooke BUSCHKUEHL,12 JUL 1993,AUS,1288,Long Jump
10,Alina ROTARU-KOTTMANN,05 JUN 1993,ROU,1285,Long Jump
11,Milica GARDAŠEVIĆ,28 SEP 1998,SRB,1278,Long Jump
12,Fátima DIAME,22 SEP 1996,ESP,1276,Long Jump
13,Sumire HATA,04 MAY 1996,JPN,1264,Long Jump
14,Ackelia SMITH,05 FEB 2002,JAM,1263,Long Jump
15,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1258,Long Jump
16,Maryse LUZOLO,15 MAR 1995,GER,1257,Long Jump
17,Agate DE SOUSA,05 JUN 2000,STP,1250,Long Jump
18,Tessy EBOSELE,28 JUL 2002,ESP,1248,Long Jump
19,Jasmine MOORE,01 MAY 2001,USA,1246,Long Jump
20,Hilary KPATCHA,05 MAY 1998,FRA,1241,Long Jump
21,Ruth USORO,08 OCT 1997,NGR,1239,Long Jump
22,Eliane MARTINS,26 MAY 1986,BRA,1221,Long Jump
23,Samantha DALE,30 JUN 2001,AUS,1214,Long Jump
24,Shaili SINGH,07 JAN 2004,IND,1212,Long Jump
25,Tiffany FLYNN,02 SEP 1995,USA,1211,Long Jump
26,Chanice PORTER,25 MAY 1994,JAM,1211,Long Jump
27,Natalia LINARES,03 JAN 2003,COL,1210,Long Jump
28,Mikaelle ASSANI,18 AUG 2002,GER,1210,Long Jump
29,Alyssa JONES,06 FEB 2004,USA,1205,Long Jump
30,Petra BÁNHIDI-FARKAS,30 APR 1999,HUN,1201,Long Jump
31,Maja ÅSKAG,18 DEC 2002,SWE,1201,Long Jump
32,María VICENTE,28 MAR 2001,ESP,1199,Long Jump
33,Esraa OWIS,15 OCT 1997,EGY,1197,Long Jump
34,Pauline HONDEMA,28 MAR 2000,NED,1196,Long Jump
35,Shiqi XIONG,09 MAR 2004,CHN,1195,Long Jump
36,Khaddi SAGNIA,20 APR 1994,SWE,1194,Long Jump
37,Tissanna HICKLING,07 JAN 1998,JAM,1191,Long Jump
38,Annik KÄLIN,27 APR 2000,SUI,1190,Long Jump
39,Diana LESTI,30 MAR 1998,HUN,1189,Long Jump
40,Ancy SOJAN EDAPPILLY,01 MAR 2001,IND,1187,Long Jump
41,Nikola HOROWSKA,03 JAN 2001,POL,1186,Long Jump
42,Tilde JOHANSSON,05 JAN 2001,SWE,1182,Long Jump
43,Lorraine UGEN,22 AUG 1991,GBR,1181,Long Jump
44,Claire BRYANT,25 AUG 2001,USA,1179,Long Jump
45,Yousra LAJDOUD,15 OCT 1997,MAR,1176,Long Jump
46,Lucy HADAWAY,11 JUN 2000,GBR,1176,Long Jump
47,Monae' NICHOLS,24 NOV 1998,USA,1176,Long Jump
48,Lissandra Maysa CAMPOS,06 FEB 2002,BRA,1176,Long Jump
49,Taliyah BROOKS,08 FEB 1995,USA,1175,Long Jump
50,Leticia ORO MELO,05 OCT 1997,BRA,1172,Long Jump
