Place,Competitor,DOB,Unnamed: 3,Score,Event List
1,Malaika MIHAMBO,03 FEB 1994,GER,1414,Long Jump
2,Ese BRUME,20 JAN 1996,NGR,1374,Long Jump
3,Ivana VULETA,10 MAY 1990,SRB,1373,"Long Jump,Long Jump ind."
4,Quanesha BURKS,15 MAR 1995,USA,1346,Long Jump
5,Khaddi SAGNIA,20 APR 1994,SWE,1344,Long Jump
6,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1340,Long Jump
7,Leticia ORO MELO,05 OCT 1997,BRA,1308,Long Jump
8,Brooke BUSCHKUEHL,12 JUL 1993,AUS,1308,Long Jump
9,Jazmin SAWYERS,21 MAY 1994,GBR,1295,"Long Jump,Long Jump ind."
10,Milica GARDAŠEVIĆ,28 SEP 1998,SRB,1289,"Long Jump,Long Jump ind."
11,Lorraine UGEN,22 AUG 1991,GBR,1280,Long Jump
12,Agate DE SOUSA,05 JUN 2000,STP,1271,"Long Jump,Long Jump ind."
13,Tara DAVIS-WOODHALL,20 MAY 1999,USA,1256,"Long Jump,Long Jump ind."
14,Larissa IAPICHINO,18 JUL 2002,ITA,1253,"Long Jump,Long Jump ind."
15,Jasmine MOORE,01 MAY 2001,USA,1241,"Long Jump,Long Jump ind."
16,Christabel NETTEY,02 JUN 1991,CAN,1233,Long Jump
17,Ruth USORO,08 OCT 1997,NGR,1222,"Long Jump,Long Jump ind."
18,Sumire HATA,04 MAY 1996,JPN,1220,"Long Jump,Long Jump ind."
19,Maryse LUZOLO,15 MAR 1995,GER,1220,"Long Jump,Long Jump ind."
20,Deborah ACQUAH,23 MAY 1996,GHA,1207,"Long Jump,Long Jump ind."
21,Tiffany FLYNN,02 SEP 1995,USA,1207,Long Jump
22,Samantha DALE,30 JUN 2001,AUS,1203,Long Jump
23,Annik KÄLIN,27 APR 2000,SUI,1199,"Long Jump,Long Jump ind."
24,Evelise VEIGA,03 MAR 1996,POR,1199,Long Jump
25,Fátima DIAME,22 SEP 1996,ESP,1197,"Long Jump,Long Jump ind."
26,Jahisha THOMAS,22 NOV 1994,GBR,1194,Long Jump
27,Alina ROTARU-KOTTMANN,05 JUN 1993,ROU,1193,"Long Jump,Long Jump ind."
28,Chanice PORTER,25 MAY 1994,JAM,1191,Long Jump
29,Ackelia SMITH,05 FEB 2002,JAM,1190,"Long Jump,Long Jump ind."
30,Yanis DAVID,12 DEC 1997,FRA,1186,Long Jump
31,Filippa KVITEN,20 DEC 1996,CYP,1186,Long Jump
32,Mikaelle ASSANI,18 AUG 2002,GER,1184,"Long Jump,Long Jump ind."
33,Natalia LIÑARES,03 JAN 2003,COL,1184,Long Jump
34,Monae' NICHOLS,24 NOV 1998,USA,1182,"Long Jump,Long Jump ind."
35,Yelena SOKOLOVA,23 JUL 1986,RUS,1177,"Long Jump,Long Jump ind."
36,Claire BRYANT,25 AUG 2001,USA,1174,"Long Jump,Long Jump ind."
37,Florentina Costina IUSCO,08 APR 1996,ROU,1172,"Long Jump,Long Jump ind."
38,Eliane MARTINS,26 MAY 1986,BRA,1164,Long Jump
39,Marthe KOALA,08 MAR 1994,BUR,1164,"Long Jump,Long Jump ind."
40,Nafissatou THIAM,19 AUG 1994,BEL,1164,"Long Jump,Long Jump ind."
41,Yuliana ANGULO,06 JUL 1994,ECU,1163,Long Jump
42,Jogailė PETROKAITĖ,30 SEP 1995,LTU,1162,Long Jump
43,Rhesa FOSTER,25 MAY 1998,USA,1157,"Long Jump,Long Jump ind."
44,Merle HOMEIER,27 AUG 1999,GER,1157,Long Jump
45,Esraa OWIS,15 OCT 1997,EGY,1154,"Long Jump,Long Jump ind."
46,Plamena MITKOVA,18 SEP 2004,BUL,1151,"Long Jump,Long Jump ind."
47,Tiphaine MAUCHANT,05 APR 2001,FRA,1151,"Long Jump,Long Jump ind."
48,Maja ÅSKAG,18 DEC 2002,SWE,1150,"Long Jump,Long Jump ind."
49,Diana LESTI,30 MAR 1998,HUN,1148,"Long Jump,Long Jump ind."
50,Annie MCGUIRE,13 JUN 2001,AUS,1147,Long Jump
51,Petra BÁNHIDI-FARKAS,30 APR 1999,HUN,1147,Long Jump
52,Natalie ARANDA,22 FEB 1995,PAN,1143,Long Jump
53,Ruby MILLET,04 MAY 2001,IRL,1143,"Long Jump,Long Jump ind."
