Place,Competitor,DOB,Unnamed: 3,Score,Event List
1,Caterine IBARGUEN,12 FEB 1984,COL,1360,Long Jump
2,Malaika MIHAMBO,03 FEB 1994,GER,1348,Long Jump
3,Shara PROCTOR,16 SEP 1988,GBR,1319,Long Jump
4,Lorraine UGEN,22 AUG 1991,GBR,1301,Long Jump
5,Brooke STRATTON,12 JUL 1993,AUS,1300,Long Jump
6,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1293,Long Jump [Long Jump ind.]
7,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1281,Long Jump [Long Jump ind.]
8,Ese BRUME,20 JAN 1996,NGR,1271,Long Jump
9,Sha'keela SAUNDERS,18 DEC 1993,USA,1269,Long Jump
10,Nastassia MIRONCHYK-IVANOVA,13 APR 1989,BLR,1252,Long Jump [Long Jump ind.]
11,Christabel NETTEY,02 JUN 1991,CAN,1240,Long Jump
12,Jazmin SAWYERS,21 MAY 1994,GBR,1238,Long Jump [Long Jump ind.]
13,Naa ANANG,10 MAR 1995,AUS,1225,Long Jump
14,Khaddi SAGNIA,20 APR 1994,SWE,1207,Long Jump [Long Jump ind.]
15,Juliet ITOYA,17 AUG 1986,ESP,1204,Long Jump
15,Eliane MARTINS,26 MAY 1986,BRA,1204,Long Jump
17,Alina ROTARU,05 JUN 1993,ROU,1180,Long Jump [Long Jump ind.]
18,Quanesha BURKS,15 MAR 1995,USA,1177,Long Jump [Long Jump ind.]
19,Tissanna HICKLING,07 JAN 1998,JAM,1172,Long Jump
20,Katarina JOHNSON-THOMPSON,09 JAN 1993,GBR,1168,Long Jump [Long Jump ind.]
21,Alexandra WESTER,21 MAR 1994,GER,1164,Long Jump
22,Minjia LU,29 DEC 1992,CHN,1161,Long Jump [Long Jump ind.]
23,Kendell WILLIAMS,14 JUN 1995,USA,1156,Long Jump
23,Macarena REYES,30 MAR 1984,CHI,1156,Long Jump
25,Abigail IROZURU,03 JAN 1990,GBR,1155,Long Jump [Long Jump ind.]
26,Krystyna HRYSHUTYNA,21 MAR 1992,UKR,1153,Long Jump [Long Jump ind.]
26,Evelise VEIGA,03 MAR 1996,POR,1153,Long Jump [Long Jump ind.]
28,Nektaria PANAGI,20 MAR 1990,CYP,1151,Long Jump
29,Yelena SOKOLOVA,23 JUL 1986,ANA,1150,Long Jump [Long Jump ind.]
30,Marthe KOALA,08 MAR 1994,BUR,1146,Long Jump
31,Laura STRATI,03 OCT 1990,ITA,1144,Long Jump [Long Jump ind.]
