Place,Competitor,DOB,Unnamed: 3,Score,Event List
1,Malaika MIHAMBO,03 FEB 1994,GER,1411,Long Jump [Long Jump ind.]
2,Ivana VULETA,10 MAY 1990,SRB,1388,Long Jump [Long Jump ind.]
3,Ese BRUME,20 JAN 1996,NGR,1382,Long Jump [Long Jump ind.]
4,Khaddi SAGNIA,20 APR 1994,SWE,1357,Long Jump [Long Jump ind.]
5,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1350,Long Jump
6,Quanesha BURKS,15 MAR 1995,USA,1341,Long Jump [Long Jump ind.]
7,Lorraine UGEN,22 AUG 1991,GBR,1308,Long Jump [Long Jump ind.]
8,Milica GARDAŠEVIĆ,28 SEP 1998,SRB,1294,Long Jump
9,Brooke BUSCHKUEHL,12 JUL 1993,AUS,1292,Long Jump
10,Jazmin SAWYERS,21 MAY 1994,GBR,1290,Long Jump
11,Agate DE SOUSA,05 JUN 2000,STP,1253,Long Jump
12,Tiffany FLYNN,02 SEP 1995,USA,1235,Long Jump [Long Jump ind.]
13,Tara DAVIS,20 MAY 1999,USA,1235,Long Jump [Long Jump ind.]
14,Fátima DIAME,22 SEP 1996,ESP,1235,Long Jump [Long Jump ind.]
15,Christabel NETTEY,02 JUN 1991,CAN,1233,Long Jump
16,Larissa IAPICHINO,18 JUL 2002,ITA,1228,Long Jump
17,Deborah ACQUAH,23 MAY 1996,GHA,1217,Long Jump
18,Jasmine MOORE,01 MAY 2001,USA,1217,Long Jump [Long Jump ind.]
19,Ruth USORO,08 OCT 1997,NGR,1217,Long Jump [Long Jump ind.]
20,Chanice PORTER,25 MAY 1994,JAM,1206,Long Jump
21,Sumire HATA,04 MAY 1996,JPN,1199,Long Jump
22,Evelise VEIGA,03 MAR 1996,POR,1199,Long Jump
23,Maryse LUZOLO,15 MAR 1995,GER,1196,Long Jump
24,Monae' NICHOLS,24 NOV 1998,USA,1196,Long Jump
25,Alina ROTARU-KOTTMANN,05 JUN 1993,ROU,1196,Long Jump [Long Jump ind.]
26,Jahisha THOMAS,22 NOV 1994,GBR,1194,Long Jump
27,Yanis DAVID,12 DEC 1997,FRA,1186,Long Jump [Long Jump ind.]
28,Filippa FOTOPOULOU,20 DEC 1996,CYP,1186,Long Jump
