Place,Competitor,DOB,Unnamed: 3,Score,Event List
1,Tara DAVIS-WOODHALL,20 MAY 1999,USA,1414,Long Jump
2,Malaika MIHAMBO,03 FEB 1994,GER,1394,Long Jump
3,Larissa IAPICHINO,18 JUL 2002,ITA,1355,Long Jump
4,Ese BRUME,20 JAN 1996,NGR,1350,Long Jump
5,Jasmine MOORE,01 MAY 2001,USA,1319,Long Jump
6,Quanesha BURKS,15 MAR 1995,USA,1318,Long Jump
7,Marthe KOALA,08 MAR 1994,BUR,1311,Long Jump
8,Monae' NICHOLS,24 NOV 1998,USA,1304,Long Jump
9,Natalia LINARES,03 JAN 2003,COL,1285,Long Jump
10,Agate DE SOUSA,05 JUN 2000,POR,1279,Long Jump
11,Ackelia SMITH,05 FEB 2002,JAM,1276,Long Jump
12,Plamena MITKOVA,18 SEP 2004,BUL,1271,Long Jump
13,Annik KÄLIN,27 APR 2000,SUI,1267,Long Jump
14,Alina ROTARU-KOTTMANN,05 JUN 1993,ROU,1265,Long Jump
15,Milica GARDAŠEVIĆ,28 SEP 1998,SRB,1264,Long Jump
16,Mikaelle ASSANI,18 AUG 2002,GER,1261,Long Jump
17,Hilary KPATCHA,05 MAY 1998,FRA,1257,Long Jump
18,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1252,Long Jump
19,Fátima DIAME,22 SEP 1996,ESP,1247,Long Jump
20,Shiqi XIONG,09 MAR 2004,CHN,1245,Long Jump
21,Sumire HATA,04 MAY 1996,JPN,1242,Long Jump
22,Ruth USORO,08 OCT 1997,NGR,1240,Long Jump
23,Tiffany FLYNN,02 SEP 1995,USA,1233,Long Jump
24,Eliane MARTINS,26 MAY 1986,BRA,1228,Long Jump
25,Prestina Oluchi OCHONOGOR,03 JUL 2006,NGR,1226,Long Jump
26,Florentina Costina IUSCO,08 APR 1996,ROU,1215,Long Jump
27,Brooke BUSCHKUEHL,12 JUL 1993,AUS,1213,Long Jump
28,Laura Raquel MÜLLER,23 APR 2004,GER,1207,Long Jump
29,Pauline HONDEMA,28 MAR 2000,NED,1206,Long Jump
30,Chanice PORTER,25 MAY 1994,JAM,1191,Long Jump
31,Shaili SINGH,07 JAN 2004,IND,1190,Long Jump
32,Lissandra Maysa CAMPOS,06 FEB 2002,BRA,1190,Long Jump
33,Tiffany YUE,17 MAR 1998,HKG,1190,Long Jump
34,Ancy SOJAN EDAPPILLY,01 MAR 2001,IND,1189,Long Jump
35,Maryse LUZOLO,15 MAR 1995,GER,1188,Long Jump
36,Claire BRYANT,25 AUG 2001,USA,1186,Long Jump
37,Filippa FOTOPOULOU,20 DEC 1996,CYP,1186,Long Jump
38,Tessy EBOSELE,28 JUL 2002,ESP,1185,Long Jump
39,Jogailė PETROKAITĖ,30 SEP 1995,LTU,1183,Long Jump
40,Esraa OWIS,15 OCT 1997,EGY,1181,Long Jump
41,Lex BROWN,26 APR 2001,USA,1181,Long Jump
42,Mengyi TAN,05 SEP 2002,CHN,1179,Long Jump
43,Nikola HOROWSKA,03 JAN 2001,POL,1178,Long Jump
44,Magdalena BOKUN,29 MAY 1996,POL,1178,Long Jump
45,Diana LESTI,30 MAR 1998,HUN,1177,Long Jump
46,Samantha DALE,30 JUN 2001,AUS,1174,Long Jump
47,Hayla GONZÁLEZ,28 OCT 2003,CUB,1174,Long Jump
48,Tyra GITTENS,06 JUN 1998,TTO,1174,Long Jump
49,Yanis DAVID,12 DEC 1997,FRA,1172,Long Jump
50,Angelica BERRIOT,02 JUL 1999,FRA,1171,Long Jump
51,Danielle NOLTE,11 JAN 2002,RSA,1169,Long Jump
52,Anthaya CHARLTON,28 JUL 2003,BAH,1168,Long Jump
53,Yelena SOKOLOVA,23 JUL 1986,RUS,1167,Long Jump
54,Rougui SOW,07 JUN 1995,FRA,1166,Long Jump
55,Andriana GKOGKA,10 DEC 2003,GRE,1161,Long Jump
56,Madisen RICHARDS,15 NOV 1996,USA,1161,Long Jump
57,Taliyah BROOKS,08 FEB 1995,USA,1160,Long Jump
58,Alyssa JONES,06 FEB 2004,USA,1159,Long Jump
59,Alysbeth FELIX BOYER,07 FEB 1993,PUR,1159,Long Jump
60,Petra BÁNHIDI-FARKAS,30 APR 1999,HUN,1158,Long Jump
61,Viyaleta SKVARTSOVA,15 APR 1998,BLR,1158,Long Jump
62,Nathalee ARANDA,22 FEB 1995,PAN,1158,Long Jump
63,Irati MITXELENA,03 JUL 1998,ESP,1157,Long Jump
64,Khaddi SAGNIA,20 APR 1994,SWE,1154,Long Jump
65,Yekaterina LEVITSKAYA,02 JAN 1987,RUS,1154,Long Jump
66,Malin STAVENOW,02 SEP 2001,GER,1154,Long Jump
67,Jessica KÄHÄRÄ,01 AUG 2001,FIN,1153,Long Jump
68,Nicole WARWICK,31 AUG 1998,USA,1152,Long Jump
69,Tissanna HICKLING,07 JAN 1998,JAM,1151,Long Jump
70,Elizabeth HEDDING,04 MAR 1996,AUS,1149,Long Jump
71,Éloyse LESUEUR-AYMONIN,15 JUL 1988,FRA,1149,Long Jump
72,James NAYANA,18 OCT 1995,IND,1149,Long Jump
73,Maja ÅSKAG,18 DEC 2002,SWE,1148,Long Jump
74,Evelise VEIGA,03 MAR 1996,POR,1147,Long Jump
75,Tionna TOBIAS,14 NOV 2000,USA,1142,Long Jump
76,Alice HOPKINS,30 DEC 1998,GBR,1142,Long Jump
77,Rogilia-chriss BISSEMO,05 APR 2002,FRA,1141,Long Jump
78,Tilde JOHANSSON,05 JAN 2001,SWE,1141,Long Jump
79,Maja BEDRAČ,10 SEP 1999,SLO,1139,Long Jump
80,Ida Andrea BREIGAN,22 JUL 2004,NOR,1138,Long Jump
81,Nemata NIKIEMA,25 SEP 2003,BUR,1138,Long Jump
82,Liisa-Maria LUSTI,22 AUG 2004,EST,1138,Long Jump
83,Libby BUDER,11 FEB 2004,GER,1135,Long Jump
84,Leticia ORO MELO,05 OCT 1997,BRA,1135,Long Jump
85,Sydney WILLITS,28 OCT 2002,USA,1134,Long Jump
86,Oksana MALOHLOVETS,11 SEP 1996,UKR,1134,Long Jump
87,Elizabeth NDUDI,21 MAR 2005,IRL,1130,Long Jump
88,Chantel MALONE,02 DEC 1991,IVB,1129,Long Jump
89,Tacoria HUMPHREY,02 JAN 2003,USA,1128,Long Jump
90,Nia ROBINSON,08 NOV 2001,JAM,1128,Long Jump
91,Paola FERNANDEZ,26 MAY 2000,PUR,1126,Long Jump
92,Anna MATUSZEWICZ,05 APR 2003,POL,1126,Long Jump
93,Andrea ARILLA,14 DEC 2004,ESP,1124,Long Jump
94,Maria STEFANOPOULOU,17 JUN 1999,GRE,1124,Long Jump
95,Jasmine TODD,23 DEC 1993,USA,1123,Long Jump
96,Daniela GUBLER,22 MAR 1994,SUI,1122,Long Jump
97,Funminiyi OLAJIDE,04 JUN 2002,GBR,1121,Long Jump
98,Rocio Fernanda MUÑOZ VAN RISSELBERGHE,09 JUL 2001,CHI,1118,Long Jump
99,Samira ATTERMEYER,04 JAN 2004,GER,1116,Long Jump
100,Roksana JĘDRASZAK,28 MAY 2002,POL,1114,Long Jump
101,Viktoria GORLOVA,22 MAY 2001,RUS,1114,Long Jump
102,Jiawei ZHONG,07 FEB 1999,CHN,1112,Long Jump
103,Maya TAKEUCHI,09 OCT 1998,JPN,1112,Long Jump
104,Neja FILIPIČ,22 APR 1995,SLO,1112,Long Jump
105,Velecia WILLIAMS,09 JUL 2002,JAM,1112,Long Jump
106,Aaliyah FOSTER,12 MAY 2005,JAM,1111,Long Jump
107,Lovisa KARLSSON,15 JAN 2000,SWE,1111,Long Jump
108,Yuliana ANGULO,06 JUL 1994,ECU,1110,Long Jump
109,Joniar THOMAS,30 APR 2001,GRN,1110,Long Jump
110,Aislinn MCELHANEY,05 JUL 2001,USA,1110,Long Jump
111,Ida BEITER BOMME,25 SEP 2001,DEN,1108,Long Jump
112,Angelina TOPIĆ,26 JUL 2005,SRB,1108,Long Jump
113,Caroline KLEIN,04 MAR 1996,GER,1108,Long Jump
114,Yingying HUANG,18 AUG 2004,CHN,1108,Long Jump
115,Evelyn YANKEY,02 SEP 2003,ESP,1108,Long Jump
116,Tomysha CLARK,12 NOV 2002,AUS,1107,Long Jump
117,Kitija Paula MELNBĀRDE,10 FEB 2001,LAT,1107,Long Jump
118,Irma GUNNARSDÓTTIR,04 FEB 1998,ISL,1107,Long Jump
119,Ayla HALLBERG HOSSAIN,23 DEC 2006,SWE,1107,Long Jump
120,Sophia BECKMON,17 AUG 2005,USA,1106,Long Jump
121,Ayaka KORA,22 MAR 2001,JPN,1106,Long Jump
122,Luying GONG,22 FEB 2000,CHN,1106,Long Jump
