Place,Competitor,DOB,Unnamed: 3,Score,Event List
1,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1412,Long Jump
2,Tara DAVIS-WOODHALL,20 MAY 1999,USA,1408,Long Jump
3,Larissa IAPICHINO,18 JUL 2002,ITA,1365,Long Jump
4,Ese BRUME,20 JAN 1996,NGR,1360,Long Jump
5,Quanesha BURKS,15 MAR 1995,USA,1341,Long Jump
6,Marthe KOALA,08 MAR 1994,BUR,1331,Long Jump
7,Malaika MIHAMBO,03 FEB 1994,GER,1301,Long Jump
8,Fátima DIAME,22 SEP 1996,ESP,1300,Long Jump
9,Alina ROTARU-KOTTMANN,05 JUN 1993,ROU,1297,Long Jump
10,Natalia LINARES,03 JAN 2003,COL,1285,Long Jump
11,Milica GARDAŠEVIĆ,28 SEP 1998,SRB,1283,Long Jump
12,Monae' NICHOLS,24 NOV 1998,USA,1275,Long Jump
13,Plamena MITKOVA,18 SEP 2004,BUL,1271,Long Jump
14,Brooke BUSCHKUEHL,12 JUL 1993,AUS,1271,Long Jump
15,Hilary KPATCHA,05 MAY 1998,FRA,1271,Long Jump
16,Jasmine MOORE,01 MAY 2001,USA,1269,Long Jump
17,Ackelia SMITH,05 FEB 2002,JAM,1269,Long Jump
18,Annik KÄLIN,27 APR 2000,SUI,1266,Long Jump
19,Mikaelle ASSANI,18 AUG 2002,GER,1261,Long Jump
20,Agate DE SOUSA,05 JUN 2000,POR,1260,Long Jump
21,Tessy EBOSELE,28 JUL 2002,ESP,1255,Long Jump
22,Sumire HATA,04 MAY 1996,JPN,1242,Long Jump
23,Shiqi XIONG,09 MAR 2004,CHN,1241,Long Jump
24,Jazmin SAWYERS,21 MAY 1994,GBR,1235,Long Jump
25,Eliane MARTINS,26 MAY 1986,BRA,1228,Long Jump
26,Tiffany FLYNN,02 SEP 1995,USA,1227,Long Jump
27,Maryse LUZOLO,15 MAR 1995,GER,1225,Long Jump
28,Florentina Costina IUSCO,08 APR 1996,ROU,1215,Long Jump
29,Ruth USORO,08 OCT 1997,NGR,1215,Long Jump
30,Prestina Oluchi OCHONOGOR,03 JUL 2006,NGR,1209,Long Jump
31,Nikola HOROWSKA,03 JAN 2001,POL,1208,Long Jump
32,Chanice PORTER,25 MAY 1994,JAM,1207,Long Jump
33,Pauline HONDEMA,28 MAR 2000,NED,1207,Long Jump
34,Laura Raquel MÜLLER,23 APR 2004,GER,1207,Long Jump
35,Esraa OWIS,15 OCT 1997,EGY,1202,Long Jump
36,Jogailė PETROKAITĖ,30 SEP 1995,LTU,1196,Long Jump
37,Claire BRYANT,25 AUG 2001,USA,1194,Long Jump
38,Filippa KVITEN,20 DEC 1996,CYP,1191,Long Jump
39,Shaili SINGH,07 JAN 2004,IND,1190,Long Jump
40,Lissandra Maysa CAMPOS,06 FEB 2002,BRA,1190,Long Jump
41,Tiffany YUE,17 MAR 1998,HKG,1190,Long Jump
42,Ancy SOJAN EDAPPILLY,01 MAR 2001,IND,1189,Long Jump
43,María VICENTE,28 MAR 2001,ESP,1187,Long Jump
44,Petra BÁNHIDI-FARKAS,30 APR 1999,HUN,1184,Long Jump
45,Diana LESTI,30 MAR 1998,HUN,1183,Long Jump
46,Lex BROWN,26 APR 2001,USA,1181,Long Jump
47,Hayla GONZÁLEZ,28 OCT 2003,CUB,1180,Long Jump
48,Rougui SOW,07 JUN 1995,FRA,1180,Long Jump
49,Mengyi TAN,05 SEP 2002,CHN,1179,Long Jump
50,Maja ÅSKAG,18 DEC 2002,SWE,1179,Long Jump
51,Yelena SOKOLOVA,23 JUL 1986,RUS,1179,Long Jump
52,Magdalena BOKUN,29 MAY 1996,POL,1179,Long Jump
53,Viyaleta SKVARTSOVA,15 APR 1998,BLR,1177,Long Jump
54,Angelica BERRIOT,02 JUL 1999,FRA,1176,Long Jump
55,Tyra GITTENS,06 JUN 1998,TTO,1176,Long Jump
56,Samantha DALE,30 JUN 2001,AUS,1175,Long Jump
57,Leticia ORO MELO,05 OCT 1997,BRA,1173,Long Jump
58,Danielle NOLTE,11 JAN 2002,RSA,1169,Long Jump
59,Taliyah BROOKS,08 FEB 1995,USA,1168,Long Jump
60,Anthaya CHARLTON,28 JUL 2003,BAH,1168,Long Jump
61,Yanis DAVID,12 DEC 1997,FRA,1167,Long Jump
62,Oksana MALOHLOVETS,11 SEP 1996,UKR,1166,Long Jump
63,Irati MITXELENA,03 JUL 1998,ESP,1163,Long Jump
64,Éloyse LESUEUR-AYMONIN,15 JUL 1988,FRA,1162,Long Jump
65,Andriana GKOGKA,10 DEC 2003,GRE,1161,Long Jump
66,Madisen RICHARDS,15 NOV 1996,USA,1161,Long Jump
67,Alyssa JONES,06 FEB 2004,USA,1159,Long Jump
68,Alysbeth FELIX BOYER,07 FEB 1993,PUR,1159,Long Jump
69,Evelise VEIGA,03 MAR 1996,POR,1159,Long Jump
70,Tilde JOHANSSON,05 JAN 2001,SWE,1158,Long Jump
71,Nathalee ARANDA,22 FEB 1995,PAN,1158,Long Jump
72,Liisa-Maria LUSTI,22 AUG 2004,EST,1155,Long Jump
73,Yekaterina LEVITSKAYA,02 JAN 1987,RUS,1155,Long Jump
74,Khaddi SAGNIA,20 APR 1994,SWE,1154,Long Jump
75,Jessica KÄHÄRÄ,01 AUG 2001,FIN,1153,Long Jump
76,Daniela GUBLER,22 MAR 1994,SUI,1152,Long Jump
77,Nicole WARWICK,31 AUG 1998,USA,1152,Long Jump
78,Tissanna HICKLING,07 JAN 1998,JAM,1151,Long Jump
79,Elizabeth HEDDING,04 MAR 1996,AUS,1149,Long Jump
80,James NAYANA,18 OCT 1995,IND,1149,Long Jump
81,Yousra LAJDOUD,15 OCT 1997,MAR,1147,Long Jump
82,Alice HOPKINS,30 DEC 1998,GBR,1142,Long Jump
83,Elizabeth NDUDI,21 MAR 2005,IRL,1140,Long Jump
84,Angelina TOPIĆ,26 JUL 2005,SRB,1139,Long Jump
85,Ida Andrea BREIGAN,22 JUL 2004,NOR,1138,Long Jump
86,Nemata NIKIEMA,25 SEP 2003,BUR,1138,Long Jump
87,Sydney WILLITS,28 OCT 2002,USA,1134,Long Jump
88,Sophia BECKMON,17 AUG 2005,USA,1134,Long Jump
89,Jiawei ZHONG,07 FEB 1999,CHN,1133,Long Jump
90,Chantel MALONE,02 DEC 1991,IVB,1129,Long Jump
91,Neja FILIPIČ,22 APR 1995,SLO,1129,Long Jump
92,Tacoria HUMPHREY,02 JAN 2003,USA,1128,Long Jump
