Place,Competitor,DOB,Unnamed: 3,Score,Event List
1,Malaika MIHAMBO,03 FEB 1994,GER,1366,Long Jump
2,Caterine IBARGUEN,12 FEB 1984,COL,1345,Long Jump
3,Shara PROCTOR,16 SEP 1988,GBR,1329,Long Jump
4,Lorraine UGEN,22 AUG 1991,GBR,1322,Long Jump
5,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1303,Long Jump [Long Jump ind.]
6,Sha'keela SAUNDERS,18 DEC 1993,USA,1297,Long Jump
7,Brooke STRATTON,12 JUL 1993,AUS,1293,Long Jump
8,Christabel NETTEY,02 JUN 1991,CAN,1269,Long Jump
9,Ese BRUME,20 JAN 1996,NGR,1251,Long Jump
10,Jazmin SAWYERS,21 MAY 1994,GBR,1248,Long Jump
11,Quanesha BURKS,15 MAR 1995,USA,1236,Long Jump [Long Jump ind.]
12,Khaddi SAGNIA,20 APR 1994,SWE,1233,Long Jump [Long Jump ind.]
13,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1231,Long Jump [Long Jump ind.]
14,Nastassia MIRONCHYK-IVANOVA,13 APR 1989,BLR,1229,Long Jump
15,Sosthene MOGUENARA-TAROUM,17 OCT 1989,GER,1222,Long Jump [Long Jump ind.]
16,Juliet ITOYA,17 AUG 1986,ESP,1221,Long Jump
17,Eliane MARTINS,26 MAY 1986,BRA,1218,Long Jump
18,Brittney REESE,09 SEP 1986,USA,1213,Long Jump [Long Jump ind.]
19,Alexandra WESTER,21 MAR 1994,GER,1185,Long Jump
20,Katarina JOHNSON-THOMPSON,09 JAN 1993,GBR,1180,Long Jump [Long Jump ind.]
21,Tissanna HICKLING,07 JAN 1998,JAM,1179,Long Jump
22,Alina ROTARU,05 JUN 1993,ROU,1173,Long Jump [Long Jump ind.]
22,Evelise VEIGA,03 MAR 1996,POR,1173,Long Jump
24,Kendell WILLIAMS,14 JUN 1995,USA,1171,Long Jump
24,Éloyse LESUEUR,15 JUL 1988,FRA,1171,Long Jump [Long Jump ind.]
26,Krystyna HRYSHUTYNA,21 MAR 1992,UKR,1169,Long Jump
27,Tianna BARTOLETTA,30 AUG 1985,USA,1168,Long Jump [Long Jump ind.]
28,Fatima DIAME,22 SEP 1996,ESP,1161,Long Jump [Long Jump ind.]
29,Nektaria PANAGI,20 MAR 1990,CYP,1160,Long Jump
30,Florentina Costina IUSCO,08 APR 1996,ROU,1159,Long Jump
30,Paola MAUTINO,01 JUN 1990,PER,1159,Long Jump
32,Varakil NEENA,02 MAY 1991,IND,1158,Long Jump
33,Yelena SOKOLOVA,23 JUL 1986,RUS,1157,Long Jump [Long Jump ind.]
34,Taliyah BROOKS,08 FEB 1995,USA,1154,Long Jump
35,Laura STRATI,03 OCT 1990,ITA,1152,Long Jump [Long Jump ind.]
36,Jessica Carolina ALVES DOS REIS,17 MAR 1993,BRA,1151,Long Jump
37,Lauma GRĪVA,27 OCT 1984,LAT,1148,Long Jump
38,Hanne MAUDENS,12 MAR 1997,BEL,1147,Long Jump
39,Abigail IROZURU,03 JAN 1990,GBR,1144,Long Jump [Long Jump ind.]
40,Keturah ORJI,05 MAR 1996,USA,1143,Long Jump [Long Jump ind.]
40,Melanie BAUSCHKE,14 JUL 1988,GER,1143,Long Jump
40,Jahisha THOMAS,22 NOV 1994,GBR,1143,Long Jump [Long Jump ind.]
43,Mara GRIVA,08 APR 1989,LAT,1141,Long Jump [Long Jump ind.]
44,Tara DAVIS,20 MAY 1999,USA,1140,Long Jump
45,Minjia LU,29 DEC 1992,CHN,1138,Long Jump
46,Nadja KÄTHER,29 SEP 1988,GER,1135,Long Jump
46,Erica JARDER,02 APR 1986,SWE,1135,Long Jump
48,Rougui SOW,07 JUN 1995,FRA,1132,Long Jump [Long Jump ind.]
49,Haido ALEXOULI,29 MAR 1991,GRE,1130,Long Jump [Long Jump ind.]
50,Anasztázia NGUYEN,09 JAN 1993,HUN,1129,Long Jump [Long Jump ind.]
51,Julia GERTER,13 JUL 1994,GER,1127,Long Jump [Long Jump ind.]
52,Macarena REYES,30 MAR 1984,CHI,1126,Long Jump
53,Darrielle MCQUEEN,29 MAY 1996,USA,1123,Long Jump
54,Yanis Esmeralda DAVID,12 DEC 1997,FRA,1122,Long Jump [Long Jump ind.]
54,Malin MARMBRANDT,29 APR 1985,SWE,1122,Long Jump
56,Angela MOROŞANU,26 JUL 1986,ROU,1121,Long Jump
56,Milica GARDAŠEVIC,28 AUG 1998,SRB,1121,Long Jump [Long Jump ind.]
58,Chantel MALONE,02 DEC 1991,IVB,1116,Long Jump
58,Milena MITKOVA,26 JAN 1990,BUL,1116,Long Jump [Long Jump ind.]
60,Bianca STUART,17 MAY 1988,BAH,1115,Long Jump
60,Yekaterina KROPIVKO,13 JUN 1997,RUS,1115,Long Jump [Long Jump ind.]
62,Tyra GITTENS,06 SEP 1998,TTO,1114,Long Jump
63,Malaina PAYTON,16 OCT 1991,USA,1113,Long Jump
64,Ayaka KORA,22 MAR 2001,JPN,1111,Long Jump
65,Kate HALL,12 JAN 1997,USA,1110,Long Jump [Long Jump ind.]
66,Lea-Jasmin RIECKE,25 APR 2000,GER,1108,Long Jump
67,Hafdís SIGURDJARDÓTTIR,12 FEB 1987,ISL,1106,Long Jump [Long Jump ind.]
68,Tania VICENZINO,01 APR 1986,ITA,1105,Long Jump [Long Jump ind.]
68,Neja FILIPIČ,22 APR 1995,SLO,1105,Long Jump
70,Paraskevi PAPACHRISTOU,17 APR 1989,GRE,1104,Long Jump
70,Jana VELĎÁKOVÁ,03 JUN 1981,SVK,1104,Long Jump
72,Diana LESTI,30 MAR 1998,HUN,1102,Long Jump
73,Karin MEY MELIS,31 MAY 1983,TUR,1101,Long Jump
73,Aries SANCHEZ,01 MAR 1996,VEN,1101,Long Jump
75,Kylie PRICE,23 NOV 1993,USA,1100,Long Jump
