Place,Competitor,DOB,Unnamed: 3,Score,Event List
1,Malaika MIHAMBO,03 FEB 1994,GER,1465,Long Jump
2,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1359,Long Jump
3,Ese BRUME,20 JAN 1996,NGR,1329,Long Jump
4,Brittney REESE,09 SEP 1986,USA,1320,Long Jump
5,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1302,Long Jump [Long Jump ind.]
6,Nastassia MIRONCHYK-IVANOVA,13 APR 1989,BLR,1299,Long Jump [Long Jump ind.]
7,Abigail IROZURU,03 JAN 1990,GBR,1283,Long Jump
8,Brooke STRATTON,12 JUL 1993,AUS,1276,Long Jump
9,Yelena SOKOLOVA,23 JUL 1986,ANA,1275,Long Jump
10,Alina ROTARU,05 JUN 1993,ROU,1264,Long Jump
11,Lorraine UGEN,22 AUG 1991,GBR,1259,Long Jump
12,Katarina JOHNSON-THOMPSON,09 JAN 1993,GBR,1241,Long Jump
13,Naa ANANG,10 MAR 1995,AUS,1239,Long Jump
14,Shara PROCTOR,16 SEP 1988,GBR,1238,Long Jump
14,Sha'keela SAUNDERS,18 DEC 1993,USA,1238,Long Jump
16,Tissanna HICKLING,07 JAN 1998,JAM,1231,Long Jump
17,Jazmin SAWYERS,21 MAY 1994,GBR,1220,Long Jump [Long Jump ind.]
18,Chanice PORTER,25 MAY 1994,JAM,1213,Long Jump
19,Eliane MARTINS,26 MAY 1986,BRA,1212,Long Jump
20,Anasztázia NGUYEN,09 JAN 1993,HUN,1209,Long Jump
21,Florentina Costina IUSCO,08 APR 1996,ROU,1207,Long Jump
22,Evelise VEIGA,03 MAR 1996,POR,1204,Long Jump
23,Chantel MALONE,02 DEC 1991,IVB,1203,Long Jump
24,Quanesha BURKS,15 MAR 1995,USA,1195,Long Jump
25,Darya KLISHINA,15 JAN 1991,ANA,1191,Long Jump
26,Christabel NETTEY,02 JUN 1991,CAN,1187,Long Jump
26,Hilary KPATCHA,05 MAY 1998,FRA,1187,Long Jump
28,Jasmine TODD,23 DEC 1993,USA,1181,Long Jump
29,Taika KOILAHTI,04 DEC 1998,FIN,1180,Long Jump
30,Keturah ORJI,05 MAR 1996,USA,1179,Long Jump [Long Jump ind.]
30,Fatima DIAME,22 SEP 1996,ESP,1179,Long Jump
32,Lynique BENEKE,30 MAR 1991,RSA,1178,Long Jump
33,Tilde JOHANSSON,05 JAN 2001,SWE,1177,Long Jump
34,Éloyse LESUEUR-AYMONIN,15 JUL 1988,FRA,1175,Long Jump
35,Ksenija BALTA,01 NOV 1986,EST,1172,Long Jump
36,Adriana RODRÍGUEZ,12 JUL 1999,CUB,1165,Long Jump
37,Kendell WILLIAMS,14 JUN 1995,USA,1161,Long Jump
38,Aliyah WHISBY,23 FEB 1998,USA,1160,Long Jump
39,Kate HALL,12 JAN 1997,USA,1159,Long Jump [Long Jump ind.]
40,Macarena REYES,30 MAR 1984,CHI,1155,Long Jump
41,Nektaria PANAGI,20 MAR 1990,CYP,1154,Long Jump
41,Milica GARDAŠEVIC,28 AUG 1998,SRB,1154,Long Jump [Long Jump ind.]
43,Petra FARKAS,30 APR 1999,HUN,1152,Long Jump
