Place,Competitor,DOB,Unnamed: 3,Score,Event List
1,Caterine IBARGUEN,12 FEB 1984,COL,1360,Long Jump
2,Malaika MIHAMBO,03 FEB 1994,GER,1350,Long Jump
3,Shara PROCTOR,16 SEP 1988,GBR,1319,Long Jump
4,Lorraine UGEN,22 AUG 1991,GBR,1305,Long Jump
5,Brooke STRATTON,12 JUL 1993,AUS,1300,Long Jump
6,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1297,Long Jump [Long Jump ind.]
7,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1281,Long Jump [Long Jump ind.]
8,Sha'keela SAUNDERS,18 DEC 1993,USA,1273,Long Jump
9,Ese BRUME,20 JAN 1996,NGR,1271,Long Jump
10,Nastassia MIRONCHYK-IVANOVA,13 APR 1989,BLR,1252,Long Jump [Long Jump ind.]
11,Christabel NETTEY,02 JUN 1991,CAN,1246,Long Jump
12,Jazmin SAWYERS,21 MAY 1994,GBR,1238,Long Jump [Long Jump ind.]
13,Naa ANANG,10 MAR 1995,AUS,1225,Long Jump
14,Khaddi SAGNIA,20 APR 1994,SWE,1207,Long Jump [Long Jump ind.]
15,Juliet ITOYA,17 AUG 1986,ESP,1206,Long Jump
16,Eliane MARTINS,26 MAY 1986,BRA,1205,Long Jump
17,Quanesha BURKS,15 MAR 1995,USA,1181,Long Jump [Long Jump ind.]
18,Alina ROTARU,05 JUN 1993,ROU,1180,Long Jump [Long Jump ind.]
19,Katarina JOHNSON-THOMPSON,09 JAN 1993,GBR,1172,Long Jump [Long Jump ind.]
20,Alexandra WESTER,21 MAR 1994,GER,1164,Long Jump
21,Minjia LU,29 DEC 1992,CHN,1161,Long Jump [Long Jump ind.]
22,Kendell WILLIAMS,14 JUN 1995,USA,1160,Long Jump
23,Tissanna HICKLING,07 JAN 1998,JAM,1159,Long Jump
24,Macarena REYES,30 MAR 1984,CHI,1156,Long Jump
24,Abigail IROZURU,03 JAN 1990,GBR,1156,Long Jump [Long Jump ind.]
26,Yelena SOKOLOVA,23 JUL 1986,ANA,1154,Long Jump [Long Jump ind.]
27,Krystyna HRYSHUTYNA,21 MAR 1992,UKR,1153,Long Jump [Long Jump ind.]
27,Evelise VEIGA,03 MAR 1996,POR,1153,Long Jump [Long Jump ind.]
29,Marthe KOALA,08 MAR 1994,BUR,1146,Long Jump
30,Sosthene MOGUENARA-TAROUM,17 OCT 1989,GER,1144,Long Jump [Long Jump ind.]
30,Laura STRATI,03 OCT 1990,ITA,1144,Long Jump [Long Jump ind.]
32,Hanne MAUDENS,12 MAR 1997,BEL,1143,Long Jump [Long Jump ind.]
32,Xiaoling XU,13 MAY 1992,CHN,1143,Long Jump [Long Jump ind.]
34,Lynique BENEKE,30 MAR 1991,RSA,1142,Long Jump
35,Paola MAUTINO,01 JUN 1990,PER,1141,Long Jump
35,Fatima DIAME,22 SEP 1996,ESP,1141,Long Jump [Long Jump ind.]
37,Florentina Costina IUSCO,08 APR 1996,ROU,1137,Long Jump [Long Jump ind.]
