Place,Competitor,DOB,Unnamed: 3,Score,Event List
1,Malaika MIHAMBO,03 FEB 1994,GER,1394,Long Jump [Long Jump ind.]
2,Ivana VULETA,10 MAY 1990,SRB,1382,Long Jump [Long Jump ind.]
3,Ese BRUME,20 JAN 1996,NGR,1377,Long Jump [Long Jump ind.]
4,Khaddi SAGNIA,20 APR 1994,SWE,1373,Long Jump
5,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1350,Long Jump
6,Quanesha BURKS,15 MAR 1995,USA,1332,Long Jump [Long Jump ind.]
7,Lorraine UGEN,22 AUG 1991,GBR,1308,Long Jump [Long Jump ind.]
8,Milica GARDAŠEVIĆ,28 SEP 1998,SRB,1293,Long Jump [Long Jump ind.]
9,Brooke BUSCHKUEHL,12 JUL 1993,AUS,1292,Long Jump
10,Jazmin SAWYERS,21 MAY 1994,GBR,1288,Long Jump
11,Agate DE SOUSA,05 JUN 2000,STP,1253,Long Jump
12,Tiffany FLYNN,02 SEP 1995,USA,1235,Long Jump [Long Jump ind.]
13,Tara DAVIS,20 MAY 1999,USA,1235,Long Jump [Long Jump ind.]
14,Fátima DIAME,22 SEP 1996,ESP,1235,Long Jump [Long Jump ind.]
15,Christabel NETTEY,02 JUN 1991,CAN,1222,Long Jump
16,Deborah ACQUAH,23 MAY 1996,GHA,1217,Long Jump
17,Jasmine MOORE,01 MAY 2001,USA,1217,Long Jump [Long Jump ind.]
18,Ruth USORO,08 OCT 1997,NGR,1217,Long Jump [Long Jump ind.]
19,Larissa IAPICHINO,18 JUL 2002,ITA,1212,Long Jump [Long Jump ind.]
20,Sumire HATA,04 MAY 1996,JPN,1199,Long Jump
21,Maryse LUZOLO,15 MAR 1995,GER,1199,Long Jump
22,Evelise VEIGA,03 MAR 1996,POR,1199,Long Jump
23,Monae' NICHOLS,24 NOV 1998,USA,1196,Long Jump
24,Alina ROTARU-KOTTMANN,05 JUN 1993,ROU,1196,Long Jump [Long Jump ind.]
25,Chanice PORTER,25 MAY 1994,JAM,1193,Long Jump
26,Nastassia MIRONCHYK-IVANOVA,13 APR 1989,BLR,1190,Long Jump [Long Jump ind.]
27,Filippa FOTOPOULOU,20 DEC 1996,CYP,1186,Long Jump
28,Samantha DALE,30 JUN 2001,AUS,1186,Long Jump
29,Eliane MARTINS,26 MAY 1986,BRA,1178,Long Jump [Long Jump ind.]
30,Jahisha THOMAS,22 NOV 1994,GBR,1177,Long Jump [Long Jump ind.]
31,Maja ÅSKAG,18 DEC 2002,SWE,1177,Long Jump
32,Merle HOMEIER,27 AUG 1999,GER,1177,Long Jump [Long Jump ind.]
33,Florentina Costina IUSCO,08 APR 1996,ROU,1176,Long Jump [Long Jump ind.]
34,Lakshini Sarangi Silva SANDARADURA,27 OCT 1996,SRI,1172,Long Jump
35,Yelena SOKOLOVA,23 JUL 1986,ANA,1170,Long Jump [Long Jump ind.]
36,Yanis DAVID,12 DEC 1997,FRA,1168,Long Jump [Long Jump ind.]
37,Diana LESTI,30 MAR 1998,HUN,1167,Long Jump [Long Jump ind.]
38,Yuliana ANGULO,06 JUL 1994,ECU,1166,Long Jump
39,Jogailė PETROKAITĖ,30 SEP 1995,LTU,1164,Long Jump
40,Abigail IROZURU,03 JAN 1990,GBR,1164,Long Jump [Long Jump ind.]
41,Neja FILIPIČ,22 APR 1995,SLO,1163,Long Jump [Long Jump ind.]
42,Tyra GITTENS,06 JUN 1998,TTO,1163,Long Jump
43,Irati MITXELENA,03 JUL 1998,ESP,1160,Long Jump [Long Jump ind.]
44,Esraa OWIS,15 OCT 1997,EGY,1159,Long Jump
45,Natalia LIÑARES,03 JAN 2003,COL,1157,Long Jump
46,Tissanna HICKLING,07 JAN 1998,JAM,1157,Long Jump
47,Anna MATUSZEWICZ,05 APR 2003,POL,1156,Long Jump [Long Jump ind.]
48,Ackelia SMITH,05 FEB 2002,JAM,1154,Long Jump
49,Kendell WILLIAMS,14 JUN 1995,USA,1153,Long Jump [Long Jump ind.]
50,Mikaelle ASSANI,18 AUG 2002,GER,1152,Long Jump
51,Claire BRYANT,25 AUG 2001,USA,1150,Long Jump
52,Natalie ARANDA,22 FEB 1995,PAN,1149,Long Jump [Long Jump ind.]
53,Ruby MILLET,04 MAY 2001,IRL,1148,Long Jump [Long Jump ind.]
54,Maëlly DALMAT,01 OCT 2001,FRA,1148,Long Jump [Long Jump ind.]
55,Plamena MITKOVA,18 SEP 2004,BUL,1147,Long Jump [Long Jump ind.]
56,Petra FARKAS,30 APR 1999,HUN,1147,Long Jump [Long Jump ind.]
57,Sha'keela SAUNDERS,18 DEC 1993,USA,1144,Long Jump [Long Jump ind.]
58,Vasiliki CHAITIDOU,10 FEB 2000,GRE,1141,Long Jump
59,Magdalena ŻEBROWSKA,29 MAY 1996,POL,1140,Long Jump [Long Jump ind.]
60,Akela JONES,22 APR 1995,BAR,1138,Long Jump [Long Jump ind.]
61,Lucy HADAWAY,11 JUN 2000,GBR,1134,Long Jump [Long Jump ind.]
62,Madisen RICHARDS,15 NOV 1996,USA,1134,Long Jump [Long Jump ind.]
63,Ayaka KORA,22 MAR 2001,JPN,1133,Long Jump
64,Tiphaine MAUCHANT,05 APR 2001,FRA,1132,Long Jump
65,Ancy SOJAN EDAPPILLY,01 MAR 2001,IND,1131,Long Jump
66,Anasztázia NGUYEN,09 JAN 1993,HUN,1131,Long Jump [Long Jump ind.]
67,Rocio Fernanda MUÑOZ VAN RISSELBERGHE,09 JUL 2001,CHI,1129,Long Jump [Long Jump ind.]
68,Lissandra Maysa CAMPOS,06 FEB 2002,BRA,1128,Long Jump
69,Tomysha CLARK,12 NOV 2002,AUS,1127,Long Jump
70,Tilde JOHANSSON,05 JAN 2001,SWE,1127,Long Jump [Long Jump ind.]
71,Jasmine TODD,23 DEC 1993,USA,1127,Long Jump
72,Aishwarya BABU SAB,15 JUN 1997,IND,1126,Long Jump
73,Marta Amouhin AMANI,10 OCT 2004,ITA,1124,Long Jump [Long Jump ind.]
74,Rhesa FOSTER,25 MAY 1998,USA,1121,Long Jump [Long Jump ind.]
75,Veronika SEMASHKO,17 OCT 1990,RUS,1121,Long Jump [Long Jump ind.]
76,Kaiza KARLÉN,04 DEC 1998,SWE,1119,Long Jump [Long Jump ind.]
77,Mariia HORIELOVA,16 NOV 2002,UKR,1116,Long Jump
78,Nikola HOROWSKA,03 JAN 2001,POL,1115,Long Jump
79,Polina LUKYANENKOVA,15 JUL 1998,RUS,1114,Long Jump
80,Spyridoula KARYDI,30 JAN 2001,GRE,1114,Long Jump
81,Danielle NOLTE,11 JAN 2002,RSA,1112,Long Jump
82,Nicola KONDZIELLA,06 MAR 2002,GER,1112,Long Jump
83,Marie-jeanne OUREGA,04 APR 1997,FRA,1109,Long Jump
84,Morgan SMALLS,11 MAY 2002,USA,1108,Long Jump [Long Jump ind.]
85,Anna HALL,23 MAR 2001,USA,1108,Long Jump
86,Klaudia ENDRÉSZ,06 FEB 2001,HUN,1106,Long Jump
87,Yekaterina LEVITSKAYA,02 JAN 1987,RUS,1105,Long Jump
88,Anna Jade KEEFER,26 DEC 1998,USA,1104,Long Jump [Long Jump ind.]
89,Tessy EBOSELE,28 JUL 2002,ESP,1103,Long Jump [Long Jump ind.]
90,Samiyah SAMUELS,02 OCT 1997,USA,1102,Long Jump
91,Roksana JĘDRASZAK,28 MAY 2002,POL,1099,Long Jump [Long Jump ind.]
92,Ya Xin YUE,17 MAR 1998,HKG,1099,Long Jump
93,Rougui SOW,07 JUN 1995,FRA,1098,Long Jump [Long Jump ind.]
94,Karolina SVENSSON,19 FEB 1999,SWE,1098,Long Jump [Long Jump ind.]
95,Milena MITKOVA,26 JAN 1990,BUL,1098,Long Jump [Long Jump ind.]
96,Daniela SCHLATTER,22 MAR 1994,SUI,1098,Long Jump [Long Jump ind.]
97,Taliyah BROOKS,08 FEB 1995,USA,1096,Long Jump [Long Jump ind.]
98,Reyhaneh Mobini ARANI,20 NOV 2000,IRI,1096,Long Jump
99,Yuliya PIDLUZHNAYA,01 OCT 1988,RUS,1096,Long Jump [Long Jump ind.]
100,Evelyn YANKEY,02 SEP 2003,ESP,1095,Long Jump
101,Brittany CARROLL,30 NOV 2000,AUS,1095,Long Jump
102,Huijin LEE,25 NOV 1998,KOR,1094,Long Jump
103,Jessica BARREIRA,29 JAN 1997,POR,1094,Long Jump
104,Shaili SINGH,07 JAN 2004,IND,1093,Long Jump
105,Lishanna ILVES,29 MAY 2000,EST,1093,Long Jump [Long Jump ind.]
106,Karmen FOUCHE,02 JAN 2003,RSA,1093,Long Jump
107,Ingeborg GRÜNWALD,21 MAY 2001,AUT,1093,Long Jump [Long Jump ind.]
108,Eljonè KRUGER,16 APR 1998,RSA,1092,Long Jump
109,Darya REZNICHENKO,03 APR 1991,UZB,1092,Long Jump [Long Jump ind.]
110,Rachel HAGANS,,USA,1091,Long Jump
111,Katarina JOHNSON-THOMPSON,09 JAN 1993,GBR,1090,Long Jump
112,Pauline HONDEMA,28 MAR 2000,NED,1090,Long Jump [Long Jump ind.]
113,Ayla HALLBERG HOSSAIN,23 DEC 2006,SWE,1090,Long Jump [Long Jump ind.]
114,Tuğba DANIŞMAZ,10 SEP 1999,TUR,1089,Long Jump [Long Jump ind.]
115,Yousra LAJDOUD,15 OCT 1997,MAR,1088,Long Jump
116,Paola FERNANDEZ,26 MAY 2000,PUR,1088,Long Jump
117,Caira PETTWAY,1999,USA,1087,Long Jump [Long Jump ind.]
118,Helena BÖRNER,20 SEP 2003,GER,1086,Long Jump [Long Jump ind.]
119,Ottavia CESTONARO,12 JAN 1995,ITA,1086,Long Jump
120,Rebecca CHAPMAN,27 SEP 1992,GBR,1085,Long Jump [Long Jump ind.]
121,Synclair SAVAGE,,USA,1084,Long Jump [Long Jump ind.]
122,Brina LIKAR,03 NOV 2005,SLO,1084,Long Jump [Long Jump ind.]
123,Khyasia CALDWELL-ADAMS,23 AUG 1999,USA,1082,Long Jump [Long Jump ind.]
124,Alex MADLOCK,,USA,1082,Long Jump [Long Jump ind.]
125,Liisa-Maria LUSTI,22 AUG 2004,EST,1081,Long Jump [Long Jump ind.]
126,Ami KODAMA,27 JUN 2000,JPN,1081,Long Jump
127,Viktoriya BARKOVA,06 APR 2001,RUS,1081,Long Jump [Long Jump ind.]
128,Titiana MARSH,13 DEC 1999,USA,1081,Long Jump [Long Jump ind.]
129,Maria Trinidad HURTADO,12 DEC 2000,CHI,1081,Long Jump
130,Thaina GUERINO FERNANDES,04 MAR 1999,BRA,1080,Long Jump
131,Lāsma ZEMĪTE,08 MAY 2003,LAT,1079,Long Jump
132,Nemata NIKIEMA,25 SEP 2003,BUR,1079,Long Jump
133,Mariah RIRINUI,29 JUN 1992,NZL,1078,Long Jump
134,Emelia SURCH,29 JUN 2003,AUS,1078,Long Jump
135,Shayla HOWELL,,USA,1078,Long Jump [Long Jump ind.]
136,Shayla BROUGHTON,21 JUL 1998,USA,1078,Long Jump [Long Jump ind.]
137,Vanessa SENA,30 MAY 2005,BRA,1078,Long Jump
138,Rūta Kate LASMANE,17 DEC 2000,LAT,1077,Long Jump
139,Makayla JACKSON,2000,USA,1076,Long Jump [Long Jump ind.]
140,Viktoriya VASEYKINA,19 MAR 1997,ANA,1076,Long Jump [Long Jump ind.]
141,Carol ZANGOBBO,11 AUG 1995,ITA,1076,Long Jump [Long Jump ind.]
142,Shantae FOREMAN,22 OCT 2002,JAM,1075,Long Jump [Long Jump ind.]
143,Aasha MARLER,24 DEC 1992,CAN,1075,Long Jump
144,Gerda Kerija DREIMANE,27 JAN 2004,LAT,1074,Long Jump [Long Jump ind.]
145,James NAYANA,18 OCT 1995,IND,1074,Long Jump
146,Holly MILLS,15 APR 2000,GBR,1074,Long Jump [Long Jump ind.]
147,Adrianna SUŁEK,03 APR 1999,POL,1074,Long Jump [Long Jump ind.]
