Place,Competitor,DOB,Unnamed: 3,Score,Event List
1,Sergey SHUBENKOV,04 OCT 1990,RUS,1440,110mH
2,Orlando ORTEGA,29 JUL 1991,ESP,1398,110mH
3,Ronald LEVY,30 DEC 1992,JAM,1371,110mH
4,Pascal MARTINOT-LAGARDE,22 SEP 1991,FRA,1361,110mH
5,Hansle PARCHMENT,17 JUN 1990,JAM,1346,110mH
6,Devon ALLEN,12 DEC 1994,USA,1329,110mH
7,Freddie CRITTENDEN,03 AUG 1994,USA,1321,110mH [60mH ind.]
8,Gabriel CONSTANTINO,09 FEB 1995,BRA,1284,110mH [60mH ind.]
9,Balázs BAJI,09 JUN 1989,HUN,1279,110mH
10,Antonio ALKANA,12 APR 1990,RSA,1276,110mH
11,Andrew POZZI,15 MAY 1992,GBR,1274,110mH [60mH ind.]
12,Jarret EATON,24 JUN 1989,USA,1270,110mH [60mH ind.]
13,Gregor TRABER,02 DEC 1992,GER,1263,110mH
14,Milan TRAJKOVIC,17 MAR 1992,CYP,1257,110mH [60mH ind.]
15,Damian CZYKIER,10 AUG 1992,POL,1251,110mH [60mH ind.]
16,Aries MERRITT,24 JUL 1985,USA,1249,110mH
17,Aurel MANGA,24 JUL 1992,FRA,1244,110mH [60mH ind.]
18,Shane BRATHWAITE,08 FEB 1990,BAR,1243,110mH
19,Grant HOLLOWAY,19 NOV 1997,USA,1235,110mH [60mH ind.]
20,Shunya TAKAYAMA,03 SEP 1994,JPN,1226,110mH
21,Wenjun XIE,11 JUL 1990,CHN,1225,110mH [60mH ind.]
22,Taio KANAI,28 SEP 1995,JPN,1223,110mH
23,Ahmad Khader ALMUWALLAD,16 FEB 1988,KSA,1221,110mH
24,Jason JOSEPH,11 OCT 1998,SUI,1220,110mH [60mH ind.]
24,Kuei-Ru CHEN,22 SEP 1993,TPE,1220,110mH
26,Aleec HARRIS,31 OCT 1990,USA,1218,110mH [60mH ind.]
27,Johnathan CABRAL,31 DEC 1992,CAN,1215,110mH
28,David KING,13 JUN 1994,GBR,1211,110mH [60mH ind.]
29,Yidiel CONTRERAS,27 NOV 1992,ESP,1210,110mH [60mH ind.]
30,Eduardo SANTOS RODRIGUES,08 OCT 1995,BRA,1208,110mH
31,Konstantinos DOUVALIDIS,10 MAR 1987,GRE,1206,110mH [60mH ind.]
32,Nicholas HOUGH,20 OCT 1993,AUS,1205,110mH
33,Garfield DARIEN,22 DEC 1987,FRA,1201,110mH
34,Lorenzo PERINI,22 JUL 1994,ITA,1199,110mH [60mH ind.]
35,Daniel ROBERTS,13 APR 1998,USA,1196,110mH [60mH ind.]
36,Erik BALNUWEIT,21 SEP 1988,GER,1190,110mH [60mH ind.]
36,Vitali PAROKHONKA,18 AUG 1993,BLR,1190,110mH [60mH ind.]
38,Ruebin WALTERS,02 APR 1995,TTO,1187,110mH
39,Jianhang ZENG,17 SEP 1998,CHN,1185,110mH [60mH ind.]
40,Roger IRIBARNE,02 JAN 1996,CUB,1184,110mH [60mH ind.]
40,Hassane FOFANA,28 APR 1992,ITA,1184,110mH
42,Andrew RILEY,06 SEP 1988,JAM,1182,110mH
43,Vladimir VUKICEVIC,06 MAY 1991,NOR,1181,110mH
44,Elmo LAKKA,10 APR 1993,FIN,1179,110mH [60mH ind.]
44,Konstantin SHABANOV,17 NOV 1989,RUS,1179,110mH [60mH ind.]
46,Ludovic PAYEN,18 FEB 1995,FRA,1173,110mH
46,Éder Antonio DE SOUZA,15 OCT 1986,BRA,1173,110mH
46,Trey CUNNINGHAM,26 AUG 1998,USA,1173,110mH [60mH ind.]
49,Koen SMET,09 AUG 1992,NED,1162,110mH [60mH ind.]
49,Yaqoub Mohamed AL YOUHA,31 JAN 1993,KUW,1162,110mH [60mH ind.]
51,Genta MASUNO,24 MAY 1993,JPN,1157,110mH
52,Jeffery JULMIS,30 SEP 1987,HAI,1155,110mH [60mH ind.]
53,Artur NOGA,02 MAY 1988,POL,1148,110mH [60mH ind.]
