Place,Competitor,DOB,Unnamed: 3,Score,Event List
1,Grant HOLLOWAY,19 NOV 1997,USA,1434,110mH [60mH ind.]
2,Hansle PARCHMENT,17 JUN 1990,JAM,1412,110mH
3,Devon ALLEN,12 DEC 1994,USA,1401,110mH
4,Ronald LEVY,30 OCT 1992,JAM,1392,110mH
5,Pascal MARTINOT-LAGARDE,22 SEP 1991,FRA,1380,110mH [60mH ind.]
6,Andrew POZZI,15 MAY 1992,GBR,1361,110mH [60mH ind.]
7,Omar MCLEOD,25 APR 1994,JAM,1344,110mH [60mH ind.]
8,Wilhem BELOCIAN,22 JUN 1995,FRA,1337,110mH [60mH ind.]
9,Asier MARTÍNEZ,22 APR 2000,ESP,1320,110mH [60mH ind.]
10,Orlando ORTEGA,29 JUL 1991,ESP,1320,110mH [60mH ind.]
11,Daniel ROBERTS,13 NOV 1997,USA,1318,110mH
12,Aurel MANGA,24 JUL 1992,FRA,1315,110mH [60mH ind.]
13,Sergey SHUBENKOV,04 OCT 1990,ANA,1293,110mH
14,Paolo DAL MOLIN,31 JUL 1987,ITA,1290,110mH [60mH ind.]
15,Jason JOSEPH,11 OCT 1998,SUI,1286,110mH
16,Shunsuke IZUMIYA,26 JAN 2000,JPN,1286,110mH [60mH ind.]
17,Damian CZYKIER,10 AUG 1992,POL,1285,110mH [60mH ind.]
18,Yaqoub ALYOUHA,31 JAN 1993,KUW,1282,110mH [60mH ind.]
19,Taio KANAI,28 SEP 1995,JPN,1270,110mH [60mH ind.]
20,Valdó SZŰCS,29 JUN 1995,HUN,1268,110mH [60mH ind.]
21,Shane BRATHWAITE,08 FEB 1990,BAR,1257,110mH
22,Rafael PEREIRA,08 APR 1997,BRA,1256,110mH
23,Michael DICKSON,25 JAN 1997,USA,1256,110mH [60mH ind.]
24,Damion THOMAS,29 JUN 1999,JAM,1251,110mH [60mH ind.]
25,David KING,13 JUN 1994,GBR,1247,110mH
26,Aaron MALLETT,26 SEP 1994,USA,1244,110mH [60mH ind.]
27,Gregor TRABER,02 DEC 1992,GER,1242,110mH [60mH ind.]
28,Wenjun XIE,11 JUL 1990,CHN,1241,110mH [60mH ind.]
29,Gabriel CONSTANTINO,09 FEB 1995,BRA,1240,110mH [60mH ind.]
30,Michael OBASUYI,12 AUG 1999,BEL,1236,110mH [60mH ind.]
31,Nicholas HOUGH,20 OCT 1993,AUS,1236,110mH
32,Robert DUNNING,23 JUN 1997,USA,1235,110mH
33,Koen SMET,09 AUG 1992,NED,1234,110mH [60mH ind.]
34,Shunya TAKAYAMA,03 SEP 1994,JPN,1233,110mH
35,Just KWAOU-MATHEY,04 DEC 1999,FRA,1228,110mH
36,Jarret EATON,24 JUN 1989,USA,1225,110mH [60mH ind.]
37,Kuei-Ru CHEN,22 SEP 1993,TPE,1224,110mH
38,Trey CUNNINGHAM,26 AUG 1998,USA,1224,110mH [60mH ind.]
39,Rasheed BROADBELL,13 AUG 2000,JAM,1223,110mH
40,Phillip LEMONIOUS,12 DEC 1998,JAM,1219,110mH [60mH ind.]
41,Rachid MURATAKE,06 FEB 2002,JPN,1219,110mH
42,Enrique LLOPIS,15 OCT 2000,ESP,1214,110mH [60mH ind.]
43,Mikdat SEVLER,21 JAN 1998,TUR,1213,110mH
44,Jamal BRITT,,USA,1212,110mH [60mH ind.]
45,Ruebin WALTERS,02 APR 1995,TTO,1211,110mH [60mH ind.]
46,Eduardo RODRIGUES,08 OCT 1995,BRA,1211,110mH [60mH ind.]
47,Elmo LAKKA,10 APR 1993,FIN,1211,110mH [60mH ind.]
48,Orlando BENNETT,12 OCT 1999,JAM,1210,110mH
49,Balázs BAJI,09 JUN 1989,HUN,1210,110mH [60mH ind.]
50,Petr SVOBODA,10 OCT 1984,CZE,1209,110mH
51,Hassane FOFANA,28 APR 1992,ITA,1208,110mH [60mH ind.]
52,Tade OJORA,14 OCT 1999,GBR,1207,110mH
53,Shuhei ISHIKAWA,29 MAY 1995,JPN,1207,110mH [60mH ind.]
54,Yohan CHAVERRA,21 MAR 1995,COL,1206,110mH
55,Milan TRAJKOVIC,17 MAR 1992,CYP,1206,110mH [60mH ind.]
56,Vitali PARAKHONKA,18 AUG 1993,BLR,1205,110mH [60mH ind.]
57,Lorenzo PERINI,22 JUL 1994,ITA,1204,110mH [60mH ind.]
58,Vladimir VUKICEVIC,06 MAY 1991,NOR,1204,110mH
