Place,Competitor,DOB,Unnamed: 3,Score,Event List
1,Grant HOLLOWAY,19 NOV 1997,USA,1475,110mH [60mH]
2,Rasheed BROADBELL,13 AUG 2000,JAM,1424,110mH
3,Cordell TINCH,13 JUL 2000,USA,1406,110mH [60mH]
4,Rachid MURATAKE,06 FEB 2002,JPN,1401,110mH
5,Sasha ZHOYA,25 JUN 2002,FRA,1399,110mH
6,Daniel ROBERTS,13 NOV 1997,USA,1395,110mH
7,Freddie CRITTENDEN,03 AUG 1994,USA,1393,110mH
8,Enrique LLOPIS,15 OCT 2000,ESP,1384,110mH
9,Lorenzo Ndele SIMONELLI,01 JUN 2002,ITA,1382,110mH
10,Trey CUNNINGHAM,26 AUG 1998,USA,1367,110mH
11,Hansle PARCHMENT,17 JUN 1990,JAM,1355,110mH
12,Dylan BEARD,15 SEP 1998,USA,1349,110mH [60mH]
13,Orlando BENNETT,12 OCT 1999,JAM,1342,110mH
14,Jamal BRITT,28 DEC 1998,USA,1321,110mH [60mH]
15,Shunsuke IZUMIYA,26 JAN 2000,JPN,1312,110mH
16,Jakub SZYMAŃSKI,22 JUL 2002,POL,1310,110mH [60mH]
17,Junxi LIU,11 DEC 2003,CHN,1309,110mH [60mH]
18,Michael OBASUYI,12 AUG 1999,BEL,1308,110mH [60mH]
19,Asier MARTÍNEZ,22 APR 2000,ESP,1305,110mH [60mH]
20,Omar MCLEOD,25 APR 1994,JAM,1299,110mH
21,Zhuoyi XU,21 AUG 2003,CHN,1292,110mH
22,Eric EDWARDS,03 JAN 2000,USA,1282,110mH [60mH]
23,Jason JOSEPH,11 OCT 1998,SUI,1282,110mH [60mH]
24,Milan TRAJKOVIC,17 MAR 1992,CYP,1275,110mH
25,Cameron MURRAY,12 DEC 1999,USA,1275,110mH [60mH]
26,Damian CZYKIER,10 AUG 1992,POL,1265,110mH [60mH]
27,Ja'Kobe THARP,30 SEP 2005,USA,1263,110mH [60mH]
28,De'Vion WILSON,18 MAY 2000,USA,1263,110mH [60mH]
29,Louis ROLLINS,30 SEP 1996,USA,1259,110mH [60mH]
30,Elie BACARI,14 OCT 2003,BEL,1257,110mH [60mH]
31,Louis François MENDY,02 MAR 1999,SEN,1255,110mH
32,Michael DICKSON,25 JAN 1997,USA,1252,110mH [60mH]
33,Wilhem BELOCIAN,22 JUN 1995,FRA,1249,110mH [60mH]
34,Tatsuki ABE,03 AUG 2003,JPN,1248,110mH
35,Weibo QIN,29 DEC 2002,CHN,1248,110mH [60mH]
36,Martín SÁENZ DE SANTA MARÍA,17 JAN 2001,CHI,1247,110mH
37,Ja'qualon SCOTT,02 AUG 2001,USA,1244,110mH
38,Roger IRIBARNE,02 JAN 1996,CUB,1242,110mH [60mH]
